0 ('/sc2/maps.py', 'module_initializer', 'logger')
2868 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1WALLPIECE')
2869 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONBRIDGEPROPS')
2870 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINAPROPS')
2871 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABPROPS')
2872 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABPROTOSSCRYOTUBE0HS')
2873 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABPROTOSSCRYOTUBE1HS')
2874 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABPROTOSSCRYOTUBE2HS')
2875 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABPROTOSSCRYOTUBE3HS')
2876 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABPROTOSSCRYOTUBE4HS')
2877 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABPROTOSSCRYOTUBE5HS')
2878 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABZERGCRYOTUBE0HS')
2879 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABZERGCRYOTUBE1HS')
2880 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABZERGCRYOTUBE2HS')
2881 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABZERGCRYOTUBE3HS')
2882 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABZERGCRYOTUBE4HS')
2883 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABZERGCRYOTUBE5HS')
2884 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABCRYOTUBEA')
2885 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABCRYOTUBEB')
2886 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1EXITHS')
2887 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1STAIRCASEHS')
2888 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1TVHS')
2889 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1ARCADEGAMEHS')
2890 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1JUKEBOXHS')
2891 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1CORKBOARDHS')
2892 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINAPROGRESSFRAME')
2893 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINAHYDRACLAWSHS')
2894 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINAMERCCOMPUTERHS')
2895 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1PROGRESS1HS')
2896 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1PROGRESS2HS')
2897 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1PROGRESS3HS')
2898 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1PROGRESS4HS')
2899 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1PROGRESS5HS')
2900 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCANTINASTAGE1PROGRESS6HS')
2901 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONCORRIDORSET')
2902 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONBRIDGESTAGE1BATTLEREPORTSHS')
2903 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONBRIDGESTAGE1CENTERCONSOLEHS')
2904 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONBRIDGESTAGE1BATTLECOMMANDHS')
2905 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONBRIDGESTAGE1CANTINAHS')
2906 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONBRIDGESTAGE1WINDOWHS')
2907 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABSTAGE1SET')
2908 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABSTAGE1SET2')
2909 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABSTAGE1SETLIGHTS')
2910 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABSTAGE1CONSOLEHS')
2911 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABSTAGE1DOORHS')
2912 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABSTAGE1CRYSTALHS')
2913 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONMEDLABSTAGE1ARTIFACTHS')
2914 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONLABARTIFACTPART1HS')
2915 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONLABARTIFACTPART2HS')
2916 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONLABARTIFACTPART3HS')
2917 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONLABARTIFACTPART4HS')
2918 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYPERIONLABARTIFACTBASEHS')
2919 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMSHADOWBOX')
2920 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMCHARBATTLEZONESHADOWBOX')
2921 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMCHARINTERACTIVESKYPARALLAX')
2922 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMCHARINTERACTIVE02SKYPARALLAX')
2923 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMRAYNORCOMMANDER')
2924 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMADJUTANT')
2925 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMADJUTANTHOLOGRAM')
2926 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMARAUDER')
2927 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMFIREBAT')
2928 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMARAUDERPHCRATE')
2929 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMFIREBATPHCRATE')
2930 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMRAYNORMARINE')
2931 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMARINE01')
2932 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMARINE02')
2933 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMARINE02AOD')
2934 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMARINE03')
2935 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMARINE04')
2936 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMCADE')
2937 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHALL')
2938 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMBRALIK')
2939 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMANNABELLE')
2940 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMEARL')
2941 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMKACHINSKY')
2942 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMGENERICMALEGREASEMONKEY01')
2943 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMGENERICMALEGREASEMONKEY02')
2944 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMGENERICMALEOFFICER01')
2945 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMGENERICMALEOFFICER02')
2946 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMSTETMANN')
2947 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMCOOPER')
2948 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHILL')
2949 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMYBARRA')
2950 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMVALERIANMENGSK')
2951 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMARCTURUSMENGSK')
2952 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMARCTURUSHOLOGRAM')
2953 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMZERATUL')
2954 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYDRALISK')
2955 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMHYDRALISKDEAD')
2956 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMMUTALISK')
2957 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SMZERGLING')
2958 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SCIENTIST')
2959 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MINERMALE')
2960 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CIVILIAN')
2961 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONIST')
2962 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CIVILIANFEMALE')
2963 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTFEMALE')
2964 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HUT')
2965 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTHUT')
2966 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTABLEHUT')
2967 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTABLECOLONISTHUT')
2968 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGASHRINEXIL')
2969 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PROTOSSRELIC')
2970 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPGRENADES')
2971 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPPLASMAGUN')
2972 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPPLASMAROUNDS')
2973 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPMEDICRECHARGE')
2974 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPMANARECHARGE')
2975 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPRESTORATIONCHARGE')
2976 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPCHRONORIFTDEVICE')
2977 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPCHRONORIFTCHARGE')
2978 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'GASCANISTER')
2979 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'GASCANISTERPROTOSS')
2980 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'GASCANISTERZERG')
2981 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MINERALCRYSTAL')
2982 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PALLETGAS')
2983 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PALLETMINERALS')
2984 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'NATURALGAS')
2985 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'NATURALMINERALS')
2986 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'NATURALMINERALSRED')
2987 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPHEALTH25')
2988 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPHEALTH50')
2989 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPHEALTH100')
2990 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPHEALTHFULL')
2991 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPENERGY25')
2992 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPENERGY50')
2993 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPENERGY100')
2994 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPENERGYFULL')
2995 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPMINES')
2996 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PICKUPPSISTORM')
2997 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CIVILIANCARSUNIT')
2998 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CRUISERBIKE')
2999 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TERRANBUGGY')
3000 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTVEHICLEUNIT')
3001 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTVEHICLEUNIT01')
3002 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DUMPTRUCK')
3003 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TANKERTRUCK')
3004 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'FLATBEDTRUCK')
3005 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTSHIPTHANSON02A')
3006 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PURIFIER')
3007 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDARMORY')
3008 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDBARRACKS')
3009 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDBUNKER')
3010 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDCC')
3011 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDENGBAY')
3012 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDFACTORY')
3013 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDREFINERY')
3014 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDSTARPORT')
3015 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDMISSILETURRET')
3016 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'LOGISTICSHEADQUARTERS')
3017 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDSUPPLY')
3018 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TARSONISENGINE')
3019 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TARSONISENGINEFAST')
3020 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'FREIGHTCAR')
3021 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CABOOSE')
3022 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HYPERION')
3023 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MENGSKHOLOGRAMBILLBOARD')
3024 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TRAYNOR01SIGNSDESTRUCTIBLE1')
3025 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ABANDONEDBUILDING')
3026 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'NOVA')
3027 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'FOOD1000')
3028 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PSIINDOCTRINATOR')
3029 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'JORIUMSTOCKPILE')
3030 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERGDROPPOD')
3031 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TERRANDROPPOD')
3032 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTBIODOME')
3033 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTBIODOMEHALFBUILT')
3034 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTABLEBIODOME')
3035 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTABLECOLONISTBIODOME')
3036 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MEDIC')
3037 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'VIKINGSKY_UNIT')
3038 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_FIGHTER')
3039 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_PHOENIX')
3040 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_CARRIER')
3041 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDZERG01')
3042 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACE00')
3043 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACE01')
3044 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACE02')
3045 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEPROT00')
3046 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEPROT01')
3047 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEPROT02')
3048 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEPROT03')
3049 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEPROT04')
3050 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEPROTOSSLARGE')
3051 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEZERGLARGE')
3052 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACETERRANLARGE')
3053 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACEZERG01')
3054 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SS_BACKGROUNDSPACETERRAN01')
3055 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'BREACHINGCHARGE')
3056 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTATIONSPIRE')
3057 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SPACEPLATFORMVENTSUNIT')
3058 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STONEZEALOT')
3059 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRESERVERPRISON')
3060 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PORTJUNKER')
3061 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'LEVIATHAN')
3062 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SWARMLING')
3063 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'VALHALLADESTRUCTIBLEWALL')
3064 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'NEWFOLSOMPRISONENTRANCE')
3065 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ODINBUILD')
3066 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'NUKEPACK')
3067 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CHARDESTRUCTIBLEROCKCOVER')
3068 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CHARDESTRUCTIBLEROCKCOVERV')
3069 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CHARDESTRUCTIBLEROCKCOVERULDR')
3070 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CHARDESTRUCTIBLEROCKCOVERURDL')
3071 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MAARWARPINUNIT')
3072 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'EGGPURPLE')
3073 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TRUCKFLATBEDUNIT')
3074 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TRUCKSEMIUNIT')
3075 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TRUCKUTILITYUNIT')
3076 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDCOLONISTSHIP')
3077 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CASTANARDESTRUCTIBLEDEBRIS')
3078 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLONISTTRANSPORT')
3079 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRESERVERBASE')
3080 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRESERVERA')
3081 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRESERVERB')
3082 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRESERVERC')
3083 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TAURENSPACEMARINE')
3084 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MARSARABRIDGEBLUR')
3085 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MARSARABRIDGEBRUL')
3086 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SHORTBRIDGEVERTICAL')
3087 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SHORTBRIDGEHORIZONTAL')
3088 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TESTHERO')
3089 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TESTSHOP')
3090 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HEALINGPOTIONTESTTARGET')
3091 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_4SLOTBAG')
3092 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_6SLOTBAG')
3093 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_8SLOTBAG')
3094 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_10SLOTBAG')
3095 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_12SLOTBAG')
3096 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_14SLOTBAG')
3097 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_16SLOTBAG')
3098 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_18SLOTBAG')
3099 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_20SLOTBAG')
3100 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_22SLOTBAG')
3101 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', '_24SLOTBAG')
3102 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'REPULSERFIELD6')
3103 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'REPULSERFIELD8')
3104 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'REPULSERFIELD10')
3105 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'REPULSERFIELD12')
3106 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45ULBL')
3107 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45ULUR')
3108 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45URBR')
3109 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45')
3110 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45UR90L')
3111 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45UL90B')
3112 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45BL90R')
