0 ('/wemake_python_styleguide/visitors/ast/naming.py', 'module_initializer', '_VariableDef')
1288 ('/wemake_python_styleguide/options/validation.py', '_ValidatedOptions_class_initializer', 'max_call_level')
1289 ('/wemake_python_styleguide/options/validation.py', '_ValidatedOptions_class_initializer', 'max_annotation_complexity')
1290 ('/wemake_python_styleguide/options/validation.py', '_ValidatedOptions_class_initializer', 'max_import_from_members')
1291 ('/wemake_python_styleguide/options/validation.py', '_ValidatedOptions_class_initializer', 'max_tuple_unpack_length')
1292 ('/wemake_python_styleguide/options/validation.py', 'validate_options', 'validate_options_ret')
1293 ('/wemake_python_styleguide/options/validation.py', 'validate_options', 'options')
1294 ('/wemake_python_styleguide/visitors/base.py', 'from_checker', 'from_checker_ret')
1295 ('/wemake_python_styleguide/visitors/base.py', 'from_checker', 'cls')
1296 ('/wemake_python_styleguide/visitors/base.py', '_post_visit', 'self')
1297 ('/wemake_python_styleguide/visitors/base.py', 'BaseFilenameVisitor_class_initializer', 'stem')
1298 ('/wemake_python_styleguide/visitors/base.py', 'visit_filename', 'self')
1299 ('/wemake_python_styleguide/visitors/ast/functions.py', 'WrongFunctionCallVisitor_class_initializer', '_functions')
1300 ('/wemake_python_styleguide/visitors/ast/functions.py', 'WrongFunctionCallVisitor_class_initializer', '_postfixes')
1301 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_Call', 'self')
1302 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_Call', 'node')
1303 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_wrong_function_called', 'self')
1304 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_wrong_function_called', 'node')
1305 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_boolean_arguments', 'self')
1306 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_boolean_arguments', 'node')
1307 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_isinstance_call', 'self')
1308 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_isinstance_call', 'node')
1309 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_super_context', 'self')
1310 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_super_context', 'node')
1311 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_super_arguments', 'self')
1312 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_super_arguments', 'node')
1313 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_call_ignored', '_is_call_ignored_ret')
1314 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_call_ignored', 'self')
1315 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_call_ignored', 'node')
1316 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_floating_nan', 'self')
1317 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_floating_nan', 'node')
1318 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_open_call_context', 'self')
1319 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_open_call_context', 'node')
1320 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_type_compare', 'self')
1321 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_type_compare', 'node')
1322 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_range_len', 'self')
1323 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_range_len', 'node')
1324 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_range_len', 'args_len')
1325 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_multiple_args_range_with_len', '_is_multiple_args_range_with_len_ret')
1326 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_multiple_args_range_with_len', 'self')
1327 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_multiple_args_range_with_len', 'node')
1328 ('/wemake_python_styleguide/visitors/ast/functions.py', 'FunctionDefinitionVisitor_class_initializer', '_descriptor_decorators')
1329 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_any_function', 'self')
1330 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_any_function', 'node')
1331 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_unused_variables', 'self')
1332 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_unused_variables', 'node')
1333 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_unused_variables', 'local_variables')
1334 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_generator', 'self')
1335 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_generator', 'node')
1336 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_descriptor_decorators', 'self')
1337 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_descriptor_decorators', 'node')
1338 ('/wemake_python_styleguide/visitors/ast/functions.py', '_maybe_update_variable', 'self')
1339 ('/wemake_python_styleguide/visitors/ast/functions.py', '_maybe_update_variable', 'sub_node')
1340 ('/wemake_python_styleguide/visitors/ast/functions.py', '_maybe_update_variable', 'var_name')
1341 ('/wemake_python_styleguide/visitors/ast/functions.py', '_maybe_update_variable', 'local_variables')
1342 ('/wemake_python_styleguide/visitors/ast/functions.py', '_ensure_used_variables', 'self')
1343 ('/wemake_python_styleguide/visitors/ast/functions.py', '_ensure_used_variables', 'local_variables')
1344 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_Lambda', 'self')
1345 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_Lambda', 'node')
1346 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_implicit_primitive', 'self')
1347 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_implicit_primitive', 'node')
1348 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_useless_lambda', 'self')
1349 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_useless_lambda', 'node')
1350 ('/wemake_python_styleguide/visitors/ast/functions.py', 'FunctionSignatureVisitor_class_initializer', '_allowed_default_value_types')
1351 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_any_function_and_lambda', 'self')
1352 ('/wemake_python_styleguide/visitors/ast/functions.py', 'visit_any_function_and_lambda', 'node')
1353 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_getter_without_return', 'self')
1354 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_getter_without_return', 'node')
1355 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_getter_without_return', 'has_explicit_function_exit')
1356 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_concrete_getter', '_is_concrete_getter_ret')
1357 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_concrete_getter', 'self')
1358 ('/wemake_python_styleguide/visitors/ast/functions.py', '_is_concrete_getter', 'node')
1359 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_positional_arguments', 'self')
1360 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_positional_arguments', 'node')
1361 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_complex_argument_defaults', 'self')
1362 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_complex_argument_defaults', 'node')
1363 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_unnecessary_literals', 'self')
1364 ('/wemake_python_styleguide/visitors/ast/functions.py', '_check_unnecessary_literals', 'node')
1365 ('/wemake_python_styleguide/visitors/ast/subscripts.py', 'visit_Subscript', 'self')
1366 ('/wemake_python_styleguide/visitors/ast/subscripts.py', 'visit_Subscript', 'node')
1367 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_redundant_subscript', 'self')
1368 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_redundant_subscript', 'node')
1369 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_none', '_is_none_ret')
1370 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_none', 'self')
1371 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_none', 'component_value')
1372 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_zero', '_is_zero_ret')
1373 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_zero', 'self')
1374 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_zero', 'component_value')
1375 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_one', '_is_one_ret')
1376 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_one', 'self')
1377 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_one', 'component_value')
1378 ('/wemake_python_styleguide/visitors/ast/subscripts.py', 'visit_If', 'self')
1379 ('/wemake_python_styleguide/visitors/ast/subscripts.py', 'visit_If', 'node')
1380 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_implicit_get', 'self')
1381 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_implicit_get', 'node')
1382 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_float_key', 'self')
1383 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_float_key', 'node')
1384 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_len_call', 'self')
1385 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_check_len_call', 'node')
1386 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_wrong_len', '_is_wrong_len_ret')
1387 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_wrong_len', 'self')
1388 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_wrong_len', 'node')
1389 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_wrong_len', 'element')
1390 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_float_key', '_is_float_key_ret')
1391 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_float_key', 'self')
1392 ('/wemake_python_styleguide/visitors/ast/subscripts.py', '_is_float_key', 'node')
1393 ('/wemake_python_styleguide/visitors/ast/attributes.py', 'WrongAttributeVisitor_class_initializer', '_allowed_to_use_protected')
1394 ('/wemake_python_styleguide/visitors/ast/attributes.py', 'WrongAttributeVisitor_class_initializer', '_allowed_magic_attributes')
1395 ('/wemake_python_styleguide/visitors/ast/attributes.py', 'visit_Attribute', 'self')
1396 ('/wemake_python_styleguide/visitors/ast/attributes.py', 'visit_Attribute', 'node')
1397 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_is_super_called', '_is_super_called_ret')
1398 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_is_super_called', 'self')
1399 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_is_super_called', 'node')
1400 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_ensure_attribute_type', 'self')
1401 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_ensure_attribute_type', 'node')
1402 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_check_protected_attribute', 'self')
1403 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_check_protected_attribute', 'node')
1404 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_check_magic_attribute', 'self')
1405 ('/wemake_python_styleguide/visitors/ast/attributes.py', '_check_magic_attribute', 'node')
1406 ('/wemake_python_styleguide/visitors/ast/naming.py', '_NameValidator_class_initializer', '_naming_predicates')
1407 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_name', 'self')
1408 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_name', 'node')
1409 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_name', 'name')
1410 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_name', 'is_first_argument')
1411 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_function_signature', 'self')
1412 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_function_signature', 'node')
1413 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_attribute_name', 'self')
1414 ('/wemake_python_styleguide/visitors/ast/naming.py', 'check_attribute_name', 'node')
1415 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_length', 'self')
1416 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_length', 'node')
1417 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_length', 'name')
1418 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_complex_naming', 'self')
1419 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_complex_naming', 'node')
1420 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_complex_naming', 'name')
1421 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_complex_naming', 'is_first_argument')
1422 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_case', 'self')
1423 ('/wemake_python_styleguide/visitors/ast/naming.py', '_ensure_case', 'node')
1424 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_ClassDef', 'self')
1425 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_ClassDef', 'node')
1426 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_function', 'self')
1427 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_function', 'node')
1428 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_Lambda', 'self')
1429 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_Lambda', 'node')
1430 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_import', 'self')
1431 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_import', 'node')
1432 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_variable', 'self')
1433 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_variable', 'node')
1434 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_assign', 'self')
1435 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_assign', 'node')
1436 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_metadata', 'self')
1437 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_metadata', 'node')
1438 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_assign', 'names')
1439 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_reassignment', 'self')
1440 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_reassignment', 'node')
1441 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_reassignment', 'names')
1442 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_unique_assignment', 'self')
1443 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_unique_assignment', 'node')
1444 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_unique_assignment', 'names')
1445 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_assign', 'is_inside_class_or_module')
1446 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_for', 'self')
1447 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_any_for', 'node')
1448 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_ExceptHandler', 'self')
1449 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_ExceptHandler', 'node')
1450 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_withitem', 'self')
1451 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_withitem', 'node')
1452 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_assign_unused', 'self')
1453 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_assign_unused', 'node')
1454 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_assign_unused', 'all_names')
1455 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_assign_unused', 'is_local')
1456 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_Name', 'self')
1457 ('/wemake_python_styleguide/visitors/ast/naming.py', 'visit_Name', 'node')
1458 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_variable_used', 'self')
1459 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_variable_used', 'node')
1460 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_variable_used', 'assigned_name')
1461 ('/wemake_python_styleguide/visitors/ast/naming.py', '_check_variable_used', 'is_created')
1462 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongStringVisitor_class_initializer', '_string_constants')
1463 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongStringVisitor_class_initializer', '_modulo_string_pattern')
1464 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongStringVisitor_class_initializer', '_modulo_pattern_exceptions')
1465 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_any_string', 'self')
1466 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_any_string', 'node')
1467 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_alphabet', 'self')
1468 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_alphabet', 'node')
1469 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_alphabet', 'text_data')
1470 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_modulo_pattern_exception', '_is_modulo_pattern_exception_ret')
1471 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_modulo_pattern_exception', 'self')
1472 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_modulo_pattern_exception', 'parent')
1473 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_modulo_patterns', 'self')
1474 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_modulo_patterns', 'node')
1475 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_modulo_patterns', 'text_data')
1476 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongFormatStringVisitor_class_initializer', '_valid_format_index')
1477 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongFormatStringVisitor_class_initializer', '_single_use_types')
1478 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongFormatStringVisitor_class_initializer', '_chainable_types')
1479 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_JoinedStr', 'self')
1480 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_JoinedStr', 'node')
1481 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_complex_formatted_string', 'self')
1482 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_complex_formatted_string', 'node')
1483 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_formatted_value', '_is_valid_formatted_value_ret')
1484 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_formatted_value', 'self')
1485 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_formatted_value', 'format_value')
1486 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_final_value', '_is_valid_final_value_ret')
1487 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_final_value', 'self')
1488 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_final_value', 'format_value')
1489 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_chaining', '_is_valid_chaining_ret')
1490 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_chaining', 'self')
1491 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_chaining', 'format_value')
1492 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_chaining', 'chained_parts')
1493 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_chain_structure', '_is_valid_chain_structure_ret')
1494 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_chain_structure', 'self')
1495 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_is_valid_chain_structure', 'chained_parts')
1496 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongNumberVisitor_class_initializer', '_allowed_parents')
1497 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongNumberVisitor_class_initializer', '_non_magic_modulo')
1498 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Num', 'self')
1499 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Num', 'node')
1500 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_magic', 'self')
1501 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_magic', 'node')
1502 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_approximate_constant', 'self')
1503 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_approximate_constant', 'node')
1504 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_is_approximate_constant', 'precision')
1505 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_any_with', 'self')
1506 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_any_with', 'node')
1507 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_comprehension', 'self')
1508 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_comprehension', 'node')
1509 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_any_for', 'self')
1510 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_any_for', 'node')
1511 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Assign', 'self')
1512 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Assign', 'node')
1513 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_assign_targets', 'self')
1514 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_assign_targets', 'node')
1515 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_unpacking_targets', 'self')
1516 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_unpacking_targets', 'node')
1517 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_unpacking_targets', 'targets')
1518 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_unpacking_target_types', 'self')
1519 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_unpacking_target_types', 'node')
1520 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongCollectionVisitor_class_initializer', '_elements_in_sets')
1521 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongCollectionVisitor_class_initializer', '_unhashable_types')
1522 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongCollectionVisitor_class_initializer', '_elements_to_eval')
1523 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Set', 'self')
1524 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Set', 'node')
1525 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Dict', 'self')
1526 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'visit_Dict', 'node')
1527 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_float_keys', 'self')
1528 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_float_keys', 'keys')
1529 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_unhashable_elements', 'self')
1530 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_unhashable_elements', 'keys_or_elts')
1531 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_set_elements', 'self')
1532 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_set_elements', 'node')
1533 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_set_elements', 'keys_or_elts')
1534 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_set_elements', 'elements')
1535 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_check_set_elements', 'element_values')
1536 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_report_set_elements', 'self')
1537 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_report_set_elements', 'node')
1538 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_report_set_elements', 'elements')
1539 ('/wemake_python_styleguide/visitors/ast/builtins.py', '_report_set_elements', 'value_counts')
1540 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'WrongRaiseVisitor_class_initializer', '_base_exceptions')
1541 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_Raise', 'self')
1542 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_Raise', 'node')
1543 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_exception_type', 'self')
1544 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_exception_type', 'node')
1545 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_Return', 'self')
1546 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_Return', 'node')
1547 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_any_function', 'self')
1548 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_any_function', 'node')
1549 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_last_return_in_function', 'self')
1550 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_last_return_in_function', 'node')
1551 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_last_return_in_function', 'returns')
1552 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_iterate_returning_values', 'self')
1553 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_iterate_returning_values', 'node')
1554 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_iterate_returning_values', 'violation')
1555 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_return_values', 'self')
1556 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_return_values', 'node')
1557 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_yield_values', 'self')
1558 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_yield_values', 'node')
1559 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'WrongKeywordVisitor_class_initializer', '_forbidden_keywords')
1560 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_withitem', 'self')
1561 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_withitem', 'node')
1562 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_any_with', 'self')
1563 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_any_with', 'node')
1564 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_target_assignment', 'self')
1565 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_target_assignment', 'node')
1566 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_variable_definitions', 'self')
1567 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_variable_definitions', 'node')
1568 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'GeneratorKeywordsVisitor_class_initializer', '_allowed_nodes')
1569 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_YieldFrom', 'self')
1570 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_YieldFrom', 'node')
1571 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_consecutive_yields', 'self')
1572 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_consecutive_yields', 'node')
1573 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_yield_from_type', 'self')
1574 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_yield_from_type', 'node')
1575 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_yield_from_empty', 'self')
1576 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_yield_from_empty', 'node')
1577 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_consistent_variable_return', 'self')
1578 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_consistent_variable_return', 'node')
1579 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_consistent_variable_return', 'previous_names')
1580 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_is_named_return', '_is_named_return_ret')
1581 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_is_named_return', 'self')
1582 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_is_named_return', 'node')
1583 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_get_previous_stmt', '_get_previous_stmt_ret')
1584 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_get_previous_stmt', 'self')
1585 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_get_previous_stmt', 'node')
